# nthreads     rate
      4         37.2
      4          1.0
      4          3.0
      4          2.0
      4          2.0
      4          2.0
      4          3.0
      4          2.0
      4          2.0
      4          1.0
      4          4.0
      4          0.0
      4          4.0
      4          0.0
      4          4.0
     12          2.5
     12          7.0
     12          6.0
     12          7.0
     12          8.0
     12          5.0
     12          6.0
     12          8.0
     12          5.0
     12          8.0
     12          5.0
     12          7.0
     12          6.0
     12          7.0
     12          5.0
     20          6.0
     20         17.0
     20          6.0
     20         11.0
     20         11.0
     20         11.0
     20         11.0
     20          9.0
     20         11.0
     20         12.0
     20          9.0
     20         14.0
     20          9.0
     20         11.0
     20         11.0
     28          9.5
     28         19.0
     28         13.0
     28         16.0
     28         13.0
     28         17.0
     28         14.0
     28         14.0
     28         16.0
     28         11.0
     28         17.0
     28         15.0
     28         14.0
     28         15.0
     28         13.0
     36         14.5
     36         23.0
     36         15.0
     36         23.0
     36         16.0
     36         19.0
     36         18.0
     36         18.0
     36         21.0
     36         20.0
     36         18.0
     36         20.0
     36         15.0
     36         24.0
     36         18.0
     44         17.5
     44         29.9
     44         17.0
     44         27.9
     44         22.0
     44         25.9
     44         19.0
     44         24.9
     44         22.0
     44         27.9
     44         20.0
     44         24.0
     44         24.0
     44         25.9
     44         17.0
     52         25.9
     52         28.9
     52         25.0
     52         31.9
     52         27.9
     52         23.0
     52         33.9
     52         21.0
     52         34.9
     52         19.0
     52         30.9
     52         28.9
     52         27.9
     52         25.9
     52         29.9
     60         27.9
     60         29.9
     60         32.9
     60         28.9
     60         32.9
     60         30.9
     60         33.9
     60         33.9
     60         28.9
     60         27.9
     60         33.9
     60         33.9
     60         27.9
     60         34.9
     60         30.9
     68         31.4
     68         34.9
     68         31.9
     68         43.9
     68         29.9
     68         37.9
     68         34.9
     68         35.9
     68         37.9
     68         31.9
     68         41.9
     68         29.9
     68         41.9
     68         32.9
     68         33.9
     76         37.9
     76         35.9
     76         37.9
     76         37.9
     76         41.9
     76         37.9
     76         38.9
     76         38.9
     76         37.9
     76         38.9
     76         38.9
     76         36.9
     76         39.9
     76         40.9
     76         34.9
     84         37.4
     84         37.9
     84         44.9
     84         36.9
     84         43.9
     84         38.9
     84         42.9
     84         38.9
     84         41.9
     84         43.9
     84         29.9
     84         51.9
     84         29.9
     84         50.9
     84         33.9
     92         38.9
     92         55.9
     92         35.9
     92         48.9
     92         38.9
     92         45.9
     92         48.9
     92         34.9
     92         51.9
     92         34.9
     92         45.9
     92         45.9
     92         43.9
     92         44.9
     92         39.9
    100         44.9
    100         38.9
    100         59.9
    100         34.9
    100         54.9
    100         30.9
    100         54.9
    100         43.9
    100         43.9
    100         42.9
    100         43.9
    100         55.9
    100         40.9
    100         47.9
    100         45.9
    108         44.9
    108         45.9
    108         44.9
    108         51.9
    108         46.9
    108         51.9
    108         41.9
    108         44.9
    108         57.9
    108         41.9
    108         51.9
    108         44.9
    108         47.9
    108         48.9
    108         47.9
    116         49.4
    116         50.9
    116         48.9
    116         45.9
    116         56.9
    116         44.9
    116         53.9
    116         50.9
    116         51.9
    116         48.9
    116         47.9
    116         52.9
    116         49.9
    116         50.9
    116         55.9
    124         46.8
    124         54.9
    124         50.9
    124         59.9
    124         52.9
    124         49.9
    124         52.9
    124         48.9
    124         58.9
    124         54.9
    124         51.9
    124         54.9
    124         50.9
    124         59.9
    124         45.9
    132         53.9
    132         56.9
    132         55.9
    132         54.9
    132         64.8
    132         47.9
    132         60.8
    132         48.9
    132         58.9
    132         55.9
    132         48.9
    132         68.8
    132         49.9
    132         56.9
    132         55.9
    140         54.9
    140         48.9
    140         66.8
    140         48.9
    140         62.8
    140         58.8
    140         54.8
    140         60.8
    140         48.8
    140         62.8
    140         56.8
    140         55.8
    140         55.8
    140         56.8
    140         57.8
    148         56.3
    148         58.8
    148         58.8
    148         65.8
    148         46.8
    148         57.8
    148         55.8
    148         61.8
    148         55.8
    148         60.8
    148         63.8
    148         48.8
    148         59.8
    148         67.8
    148         48.8
    156         57.3
    156         56.8
    156         62.8
    156         55.8
    156         60.8
    156         69.8
    156         51.8
    156         55.8
    156         61.8
    156         54.8
    156         62.8
    156         57.8
    156         61.8
    156         53.8
    156         50.8
    164         60.2
    164         60.8
    164         59.9
    164         59.9
    164         58.9
    164         60.8
    164         61.8
    164         63.8
    164         52.9
    164         62.8
    164         58.9
    164         55.9
    164         61.8
    164         62.8
    164         60.8
    172         58.8
    172         61.8
    172         60.8
    172         56.8
    172         61.8
    172         56.8
    172         62.8
    172         68.8
    172         50.9
    172         63.8
    172         63.8
    172         55.8
    172         60.8
    172         63.8
    172         57.8
    180         60.4
    180         57.8
    180         59.8
    180         69.8
    180         59.8
    180         59.8
    180         68.8
    180         53.8
    180         61.8
    180         68.8
    180         57.8
    180         59.8
    180         62.8
    180         63.8
    180         54.8
    188         59.8
    188         62.8
    188         63.8
    188         59.8
    188         58.8
    188         68.8
    188         56.8
    188         66.8
    188         63.8
    188         57.8
    188         63.8
    188         60.8
    188         57.8
    188         73.7
    188         57.8
    196         61.8
    196         57.8
    196         63.8
    196         59.8
    196         75.7
    196         59.8
    196         52.8
    196         75.7
    196         60.8
    196         57.8
    196         60.8
    196         74.7
    196         54.8
    196         61.8
    196         76.7
    204         54.8
    204         68.8
    204         61.8
    204         62.8
    204         74.7
    204         61.8
    204         56.8
    204         64.8
    204         71.7
    204         61.8
    204         61.8
    204         64.8
    204         65.8
    204         64.8
    204         63.8
    212         60.3
    212         66.8
    212         68.8
    212         61.8
    212         53.8
    212         67.8
    212         74.7
    212         57.8
    212         68.8
    212         62.8
    212         67.8
    212         58.8
    212         68.8
    212         60.8
    212         68.8
    220         59.3
    220         69.8
    220         63.8
    220         59.8
    220         61.8
    220         53.8
    220         79.8
    220         61.8
    220         60.8
    220         64.8
    220         59.8
    220         78.7
    220         47.8
    220         74.7
    220         66.8
    228         59.6
    228         72.7
    228         54.8
    228         65.8
    228         68.8
    228         58.8
    228         70.8
    228         71.8
    228         65.8
    228         56.9
    228         58.8
    228         55.8
    228         54.8
    228         79.8
    228         62.8
    236         64.3
    236         70.7
    236         55.8
    236         43.9
    236         54.8
    236         77.8
    236         66.8
    236         68.8
    236         59.8
    236         71.8
    236         44.8
    236         83.7
    236         59.8
    236         57.8
    236         55.8
    244         61.8
    244         47.8
    244         66.8
    244         61.8
    244         55.8
    244         73.8
    244         74.8
    244         50.8
    244         52.8
    244         68.8
    244         62.8
    244         66.8
    244         50.8
    244         67.8
    244         46.9
    252         59.3
    252         60.8
    252         82.7
    252         59.8
    252         70.8
    252         65.8
    252         62.8
    252         59.8
    252         62.8
    252         52.8
    252         60.8
    252         56.8
    252         51.8
    252         68.8
    252         57.8
    260         59.3
    260         61.8
    260         61.8
    260         70.8
    260         68.8
    260         61.8
    260         56.8
    260         37.9
    260         52.8
    260         82.8
    260         82.7
    260         56.8
    260         59.8
    260         65.8
    260         70.8
    268         65.8
    268         47.8
    268         48.8
    268         67.8
    268         71.8
    268         79.8
    268         66.8
    268         65.8
    268         68.8
    268         57.8
    268         49.8
    268         54.8
    268         74.8
    268         62.8
    268         74.8
