JANA 2.0.0dev [Revision]
Loaded config file 'jana.config'.

[TRACE] 0: : Looking for './JTest.so' ....
[TRACE] 0: : Failed to attach './JTest.so'
[TRACE] 0: : Looking for '/home/nbrei/src/jana2/Linux_CentOS7-x86_64-gcc4.8.5/plugins/JTest.so' ....
[TRACE] 0: : Found!
Opening source "dummy_evt_src" - JTestParser : JTest Fake Event Source

                   Config. Parameters
  =====================================================
            name                         value
  -------------------------   -------------------------
       benchmark:minthreads = 4
       benchmark:threadstep = 4
  jana:debug_plugin_loading = 1
           jana:legacy_mode = 0
   jtest:disentangler_bytes = 2000000
      jtest:disentangler_ms = 20
         jtest:parser_bytes = 2000000
            jtest:parser_ms = 1
           jtest:plotter_ms = 20
        jtest:tracker_bytes = 1000
           jtest:tracker_ms = 200
        jtest_plotter_bytes = 1000
                    NEVENTS = 0

Start processing ...
Waiting for event source to start producing ... rate: 0
Rate: 97.9341Hz   -  ready to begin test
Setting NTHREADS = 4 ...
nthreads=4  rate=44.5855Hz  (avg = 44.5855 +/- -nan Hz)
nthreads=4  rate=15.9905Hz  (avg = 30.288 +/- 10.1099 Hz)
nthreads=4  rate=12.9941Hz  (avg = 24.5234 +/- 8.22075 Hz)
nthreads=4  rate=13.9924Hz  (avg = 21.8906 +/- 6.57363 Hz)
nthreads=4  rate=15.9918Hz  (avg = 20.7109 +/- 5.36373 Hz)
nthreads=4  rate=14.9936Hz  (avg = 19.758 +/- 4.55362 Hz)
nthreads=4  rate=14.9929Hz  (avg = 19.0773 +/- 3.95366 Hz)
nthreads=4  rate=13.994Hz  (avg = 18.4418 +/- 3.51014 Hz)
nthreads=4  rate=15.9934Hz  (avg = 18.1698 +/- 3.13065 Hz)
nthreads=4  rate=14.9932Hz  (avg = 17.8521 +/- 2.83366 Hz)
nthreads=4  rate=15.9933Hz  (avg = 17.6832 +/- 2.58108 Hz)
nthreads=4  rate=14.9933Hz  (avg = 17.459 +/- 2.37571 Hz)
nthreads=4  rate=13.994Hz  (avg = 17.1925 +/- 2.20786 Hz)
nthreads=4  rate=13.9938Hz  (avg = 16.964 +/- 2.06195 Hz)
nthreads=4  rate=15.9934Hz  (avg = 16.8993 +/- 1.9255 Hz)
Setting NTHREADS = 8 ...
nthreads=8  rate=27.4881Hz  (avg = 27.4881 +/- 0.00405323 Hz)
nthreads=8  rate=28.9865Hz  (avg = 28.2373 +/- 0.529779 Hz)
nthreads=8  rate=27.9871Hz  (avg = 28.1539 +/- 0.359695 Hz)
nthreads=8  rate=28.9872Hz  (avg = 28.3622 +/- 0.324543 Hz)
nthreads=8  rate=29.9864Hz  (avg = 28.6871 +/- 0.389648 Hz)
nthreads=8  rate=26.9875Hz  (avg = 28.4038 +/- 0.415091 Hz)
nthreads=8  rate=29.9867Hz  (avg = 28.6299 +/- 0.412815 Hz)
nthreads=8  rate=27.987Hz  (avg = 28.5496 +/- 0.368953 Hz)
