# nthreads  avg_rate       rms
      4         14.0        8.5
      8         21.4        1.5
     12         31.3        1.5
     16         41.7        1.1
     20         52.2        2.1
     24         59.5        3.5
     28         63.4        2.5
     32         66.2        2.3
     36         69.4        2.6
     40         71.4        2.0
     44         76.0        3.9
     48         76.7        4.8
