# nthreads     rate
      4         34.8
      4          9.0
      4          8.0
      4          7.0
      4          8.0
      4          8.0
      4          8.0
      4         10.0
      4          8.0
      4          8.0
      4          8.0
      4          8.0
      4          9.0
      4          7.0
      4          8.0
     12         20.5
     12         24.0
     12         24.0
     12         23.0
     12         25.0
     12         24.0
     12         27.0
     12         24.0
     12         23.0
     12         25.0
     12         23.0
     12         27.0
     12         24.0
     12         25.0
     12         25.0
     20         31.0
     20         40.9
     20         40.9
     20         38.9
     20         41.9
     20         38.9
     20         40.9
     20         40.9
     20         40.9
     20         39.9
     20         40.9
     20         40.9
     20         42.9
     20         40.9
     20         39.9
     28         52.9
     28         54.9
     28         56.9
     28         57.9
     28         55.9
     28         58.9
     28         56.9
     28         56.9
     28         58.9
     28         58.9
     28         56.9
     28         56.9
     28         55.9
     28         55.9
     28         52.9
     36         66.4
     36         68.9
     36         74.9
     36         69.9
     36         74.9
     36         73.9
     36         72.9
     36         71.9
     36         74.9
     36         70.9
     36         73.9
     36         73.9
     36         72.9
     36         73.9
     36         74.9
     44         83.3
     44         88.8
     44         89.8
     44         91.8
     44         88.8
     44         90.8
     44         88.8
     44         90.8
     44         89.8
     44         87.8
     44         91.8
     44         84.8
     44         87.8
     44         87.8
     44         88.8
     52         98.3
     52        104.8
     52        107.8
     52        105.8
     52        105.8
     52        104.8
     52        104.8
     52        106.8
     52        105.8
     52        107.8
     52        104.8
     52        105.8
     52        102.8
     52        107.8
     52        109.8
     60        112.3
     60        113.8
     60        119.8
     60        118.8
     60        119.8
     60        115.8
     60        128.7
     60        112.8
     60        125.8
     60        117.8
     60        120.8
     60        121.8
     60        117.8
     60        121.8
     60        118.8
     68        125.7
     68        120.8
     68        116.8
     68        122.8
     68        118.8
     68        101.8
     68        113.8
     68        123.8
     68        118.8
     68        118.8
     68        124.8
     68        114.8
     68        119.8
     68        120.8
     68        121.8
     76        117.8
     76        120.8
     76        121.8
     76        110.8
     76        128.7
     76        119.7
     76        117.7
     76        116.7
     76        123.8
     76        121.8
     76        116.8
     76        116.7
     76        122.7
     76        117.7
     76        127.7
     84        118.2
     84        116.7
     84        111.8
     84        128.7
     84        103.7
     84        132.7
     84        116.7
     84        125.7
     84        114.8
     84        126.7
     84        116.8
     84        113.7
     84        122.7
     84        118.8
     84        123.8
     92        117.8
     92        118.7
     92        120.7
     92        119.8
     92        122.7
     92        115.8
     92        100.8
