# nthreads  avg_rate       rms
      4         13.0        4.3
      8         21.9        1.6
     12         30.9        1.5
     16         41.5        1.6
     20         51.6        1.7
     24         62.5        2.2
     28         65.3        2.4
     32         68.2        1.9
     36         70.7        2.9
     40         74.2        2.9
     44         76.6        3.0
     48         79.6        3.7
